21000,21001,21002,21003,21004,21005,21006,21007,21008,21009,210010,210011,210012,210013,210014,35000,35001,35002,35003,35004,35005,35006,35007,35008,35009,350010,350011,350012,350013,350014
-126.23,-120.58,-126.23,-103.5,-126.23,-126.23,-126.23,-105.56,-114.67,-126.23,-88.93,-126.23,-124.13,-126.23,-115.72,-126.23,-126.23,-126.23,-104.93,-126.23,-126.23,-126.23,-105.75,-126.23,-110.71,-89.88,-114.51,-98.12,-126.23,-125.33
-126.23,-67.56,-76.31,-89.6,-126.23,-113.77,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-86.88,-126.23,-64.45,-78.93,-100.41,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-93.46
-126.23,-126.23,-126.23,-126.23,-92.8,-80.82,-125.99,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-91.79,-126.23,-79.48,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23
-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-76.81,-72.39,-126.23,-87.09,-85.84,-89.7,-80.98,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-79.48,-126.23,-80.11,-93.39,-93.67,-96.95,-87.82,-126.23
-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-81.69,-76.11,-111.2,-85.96,-84.51,-87.98,-76.44,-126.23,-126.23,-126.23,-126.23,-123.71,-126.23,-126.23,-126.23,-83.31,-126.23,-82.28,-92.41,-92.23,-95.17,-82.88,-126.23
-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-124.35,-126.23,-110.75,-119.24,-77.07,-116.63,-126.23,-126.23,-126.23,-126.23,-120.46,-126.23,-126.23,-126.23,-126.23,-113.22,-119.4,-115.52,-96.64,-77.93,-110.18,-126.23
-126.23,-81.86,-70.94,-100.09,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-112.9,-126.23,-89.67,-126.23,-87.79,-73.33,-108.63,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-96.65
-78.25,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-78.58,-99.83,-126.23,-121.39,-126.23,-126.23,-126.23,-126.23,-78.08,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-76.41,-85.56,-100.36,-126.23,-126.23,-126.23,-126.23,-126.23
-126.23,-68.97,-83.96,-80.92,-115.22,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-117.73,-112.88,-126.23,-62.97,-126.23,-68.64,-74.21,-81.31,-113.88,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-63.75
-126.23,-106.43,-126.23,-96.68,-126.23,-126.23,-126.23,-126.23,-94.89,-126.23,-103.59,-88.85,-76.83,-89.87,-99.45,-126.23,-105.18,-126.23,-94.77,-126.23,-126.23,-126.23,-126.23,-126.23,-105.18,-108.79,-98.67,-86.69,-99.98,-100.62
-126.23,-91.81,-115.46,-96.02,-126.23,-126.23,-126.23,-115.27,-109.94,-126.23,-100.48,-99.14,-81.25,-104.25,-80.27,-126.23,-96.04,-101.4,-93.51,-126.23,-126.23,-126.23,-115.85,-126.23,-112.13,-101.11,-99.81,-81.22,-106.51,-80.28
-126.23,-126.23,-118.88,-126.23,-126.23,-126.23,-90.94,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-119.81,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23
-126.23,-68.16,-68.36,-91.25,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-119.3,-126.23,-85.62,-126.23,-63.8,-70.76,-97.49,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-89.1
-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-113.33,-80.66,-117.82,-100.38,-108.48,-102.81,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-75.84,-109.8,-111.9,-94.54,-102.28,-97.24,-126.23
-121.6,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-79.96,-79.89,-115.96,-78.53,-87.94,-105.08,-80.2,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-80.3,-126.23,-84.6,-85.56,-95.82,-110.49,-86.83,-126.23
-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-97.65,-88.85,-102.02,-94.71,-80.77,-91.58,-86.05,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-101,-102.11,-98.59,-103.28,-89.18,-99,-93.66,-126.23
-96.09,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-99.55,-126.23,-119.44,-108.88,-111.5,-107.02,-126.23,-101.93,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-112.45,-126.23,-124.72,-125.3,-120.07,-126.23
-126.23,-119.26,-119.96,-126.23,-126.23,-126.23,-75.26,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-122.94,-126.23,-126.23,-126.23,-126.23,-126.23,-75.08,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23
-126.23,-72.25,-89.07,-77.41,-125.59,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-92.52,-112.23,-125.9,-74.14,-126.23,-75.15,-97.27,-80.18,-126.23,-126.23,-126.23,-126.23,-126.23,-124.93,-126.23,-126.23,-86.58,-126.23,-76.64
-126.23,-126.23,-126.23,-126.23,-126.23,-90.22,-80.19,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-86.07,-100.54,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23
-126.23,-117.84,-124.62,-126.23,-126.23,-80.98,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-87.51,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23
-126.23,-85.97,-95.41,-92.17,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-119.67,-126.23,-68.62,-126.23,-92.01,-104.2,-99.98,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-70.6
-126.23,-76.54,-56.79,-91.57,-126.23,-117.8,-124.27,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-89.55,-126.23,-79.54,-55.93,-98.78,-126.23,-126.23,-112.16,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-98.74
-75.84,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-82.87,-102.07,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-75.93,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-81.29,-86.48,-102.7,-126.23,-126.23,-126.23,-126.23,-126.23
-126.23,-126.23,-126.23,-114.81,-63.83,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-125.34,-60.24,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23
-126.23,-126.23,-126.23,-126.23,-92.78,-79.78,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-91.54,-126.23,-75.37,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23
-126.23,-91.11,-110.4,-96.39,-126.23,-126.23,-126.23,-114.02,-111.37,-105.61,-99.45,-91.88,-76.19,-110.08,-78.8,-126.23,-95.14,-100.98,-125.1,-126.23,-126.23,-126.23,-114.72,-117.14,-111.57,-100.1,-97.27,-76.55,-110.69,-78.85
-126.23,-95.99,-67.86,-98.32,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-102.63,-126.23,-105.42,-68.45,-103.14,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-113.78
-126.23,-70.64,-75.3,-78.88,-119.6,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-116.39,-115.53,-126.23,-65.68,-126.23,-70.38,-75.17,-86.15,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-66.41
-126.23,-77.47,-71.97,-91.19,-126.23,-109.62,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-119.63,-126.23,-89.32,-126.23,-88.77,-70.12,-102.54,-126.23,-126.23,-125.92,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-95.83
-126.23,-126.23,-126.23,-126.23,-106.81,-126.23,-86.02,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-119.19,-96.93,-118.29,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23
-126.23,-95.36,-99.4,-98.13,-123.44,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-109.07,-107.27,-126.23,-76.49,-126.23,-102.21,-109.28,-94.71,-119.22,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-87.34
-126.23,-94.97,-95.79,-94.4,-126.23,-123.48,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-116.45,-126.23,-101.94,-126.23,-109.19,-79.69,-106.7,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-115.77
