21000,21001,21002,21003,21004,21005,21006,21007,21008,21009,210010,210011,210012,210013,210014,35000,35001,35002,35003,35004,35005,35006,35007,35008,35009,350010,350011,350012,350013,350014,x,y
-126.23,-126.23,-126.23,-96.28,-126.23,-126.23,-126.23,-126.23,-97.92,-124.68,-126.23,-90.58,-98.26,-94.4,-126.23,-126.23,-126.23,-126.23,-101.28,-126.23,-126.23,-126.23,-126.23,-126.23,-106.09,-109.26,-94.31,-101.3,-102.86,-126.23,0,10.8
-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-105.06,-95.94,-126.23,-126.23,-83.26,-98.2,-92.44,-126.23,-126.23,-126.23,-126.23,-100.92,-126.23,-126.23,-126.23,-126.23,-126.23,-104.7,-126.23,-92.16,-100.8,-101.01,-126.23,0,11.4
-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-126.23,-95.92,-116.21,-126.23,-82.87,-97.93,-92.3,-126.23,-126.23,-126.23,-126.23,-100.75,-126.23,-126.23,-126.23,-126.23,-126.23,-104.64,-126.23,-91.62,-100.41,-100.74,-126.23,0,12
-126.23,-126.23,-126.23,-111.22,-126.23,-126.23,-126.23,-126.23,-96.7,-108.96,-126.23,-83.41,-97.47,-92.81,-126.23,-126.23,-126.23,-126.23,-100.58,-126.23,-126.23,-126.23,-126.23,-126.23,-104.57,-126.23,-91.27,-99.74,-100.5,-126.23,0,12.6
-126.23,-126.23,-126.23,-104.29,-126.23,-126.23,-126.23,-126.23,-96.7,-107.75,-126.23,-83.33,-96.74,-92.6,-126.23,-126.23,-123.54,-126.23,-100.4,-126.23,-126.23,-126.23,-126.23,-123.01,-104.55,-126.23,-91.09,-99.12,-100.3,-119.82,0,13.2
-126.23,-126.23,-126.23,-103.76,-126.23,-126.23,-126.23,-126.23,-96.69,-108.29,-126.23,-83.41,-95.64,-92.4,-125.55,-126.23,-123.18,-126.23,-100.22,-126.23,-126.23,-126.23,-126.23,-125.9,-104.54,-126.23,-91.07,-98.51,-100.12,-119.42,0,13.8
-126.23,-117.48,-126.23,-101.94,-126.23,-126.23,-126.23,-126.23,-96.68,-108.7,-126.23,-83.65,-91.71,-92.23,-112.55,-126.23,-122.84,-126.23,-100.03,-126.23,-126.23,-126.23,-108.81,-126.23,-104.54,-126.23,-91.23,-97.9,-99.96,-119.02,0,14.4
-126.23,-112.98,-126.23,-99.75,-126.23,-126.23,-126.23,-126.23,-96.7,-109.11,-111.41,-84.06,-89.88,-92.09,-108.51,-126.23,-122.48,-126.23,-99.84,-126.23,-126.23,-126.23,-108.62,-126.23,-104.55,-126.23,-91.54,-97.33,-99.82,-118.61,0,15
-126.23,-112.23,-126.23,-99.66,-126.23,-126.23,-126.23,-126.23,-96.72,-109.51,-109.3,-84.56,-89.06,-91.98,-107.2,-126.23,-122.13,-126.23,-99.65,-126.23,-126.23,-126.23,-108.38,-126.23,-104.58,-118.08,-92,-96.66,-99.71,-118.2,0,15.6
-126.23,-111.85,-126.23,-99.48,-126.23,-126.23,-126.23,-126.23,-96.76,-109.83,-109.22,-85.17,-88.32,-91.92,-106.78,-126.23,-122.65,-126.23,-99.45,-126.23,-126.23,-126.23,-126.23,-126.23,-104.62,-115.6,-92.53,-95.98,-99.64,-118.67,0,16.2
-126.23,-111.43,-126.23,-96.36,-126.23,-126.23,-126.23,-126.23,-96.81,-110.22,-118.73,-85.8,-87.42,-92.45,-106.37,-126.23,-122.54,-126.23,-99.25,-126.23,-126.23,-126.23,-126.23,-126.23,-104.67,-120.9,-93.18,-95.26,-102.34,-118.51,0,16.8
-126.23,-110.89,-126.13,-97.02,-126.23,-126.23,-126.23,-126.23,-98.5,-110.65,-121.16,-86.37,-85.89,-106.11,-105.8,-126.23,-122.13,-126.23,-99.05,-126.23,-126.23,-126.23,-126.23,-126.23,-105.52,-112.14,-93.84,-94.55,-112.19,-118.06,0,17.4
-126.23,-110.45,-125.79,-94.91,-126.23,-126.23,-126.23,-126.23,-104.28,-111.53,-109.2,-86.28,-84.95,-94.1,-98.13,-126.23,-121.7,-126.23,-95.01,-126.23,-126.23,-126.23,-126.23,-126.23,-107.08,-113.41,-94.53,-93.72,-100.14,-117.59,0,18
-126.23,-110.01,-125.27,-98.94,-126.23,-126.23,-126.23,-126.23,-96.49,-111.98,-109.02,-87.23,-84.05,-91.05,-93.26,-126.23,-121.66,-126.23,-94.01,-126.23,-126.23,-126.23,-126.23,-126.23,-105.02,-112.84,-95.19,-92.86,-99.7,-117.51,0,18.6
-126.23,-109.55,-124.83,-98.87,-126.23,-126.23,-126.23,-126.23,-96.26,-112.61,-106.52,-91.61,-83.13,-91.12,-98.16,-126.23,-126.23,-126.23,-93.79,-126.23,-126.23,-126.23,-126.23,-126.23,-105.03,-109.54,-97.04,-91.95,-99.78,-106.33,0,19.2
-126.23,-117.36,-126.23,-98.87,-126.23,-126.23,-126.23,-126.23,-96.37,-116.65,-106.52,-97.7,-82.21,-91.23,-100.88,-126.23,-107.54,-126.23,-92.44,-126.23,-126.23,-126.23,-126.23,-126.23,-105.13,-109.51,-99.85,-91.03,-99.89,-102.68,0,19.8
